genotypes	doi	status	trial	blumeria_graminis	heading_date	lodging	plant_height	puccinia_hordei	pyrenophora_teres	ramularia_collo_cygni	rhynchosporium
HOR 18381	10.25642/IPK/GBIS/231502	PGR	spring	5.688562708	66.89485452	3.94705695	86.9773999	4.136747266	1.373735948	4.960260512	1.31727149
HOR 18382	10.25642/IPK/GBIS/259290	PGR	spring	4.851811167	66.47290116	4.084518834	88.44902954	6.029060577	2.382614937	2.075838609	3.344302198
HOR 18385	10.25642/IPK/GBIS/246984	PGR	spring	4.569751205	66.10037516	3.385490985	94.71098097	5.014044238	1.771884871	4.966769522	1.343884369
HOR 18464	10.25642/IPK/GBIS/231465	PGR	spring	2.949877825	71.24383736	3.332437308	90.57164215	5.088079196	1.760060585	3.845437759	1.345221174
HOR 18474	10.25642/IPK/GBIS/259305	PGR	winter	3.914856434	132.5056467	2.776561476	103.7261679	3.950058107	1.500002588	4.570598289	1.084627801
HOR 1858	10.25642/IPK/GBIS/17997	PGR	spring	3.101476517	73.73619032	4.092816532	110.7999823	3.975110727	1.755918203	3.099281261	1.345955249
HOR 1860	10.25642/IPK/GBIS/17999	PGR	spring	4.177878372	69.09121195	5.750686866	85.77532328	3.997853383	2.373848998	5.401392483	1.373389813
HOR 18604	10.25642/IPK/GBIS/259611	PGR	spring	2.875922437	74.84314052	4.046082841	95.00876793	5.109265525	1.710140837	3.259294302	1.34298733
HOR 1861	10.25642/IPK/GBIS/18000	PGR	spring	4.122794964	73.84519396	3.911884515	103.6494551	4.057626893	1.427583561	3.12497194	1.372354411
HOR 18681	10.25642/IPK/GBIS/246403	PGR	spring	4.616040819	66.93723576	3.032681467	93.95843198	4.086296693	1.763899587	2.50199137	1.345611308
HOR 18688	10.25642/IPK/GBIS/259609	PGR	spring	2.891870258	74.58257326	1.842241512	89.80174646	4.634814595	1.69245359	2.413393425	1.346689537
HOR 18711	10.25642/IPK/GBIS/239712	PGR	spring	2.111914299	74.44195046	1.521855278	79.05109541	2.555611844	2.391554602	6.32558943	1.254267769
HOR 18722	10.25642/IPK/GBIS/241013	PGR	winter	3.309342994	136.3393475	2.082461683	111.4762383	4.536593529	1.500002563	4.197081682	1.777587835
HOR 18730	10.25642/IPK/GBIS/246766	PGR	spring	2.692208952	73.30522901	1.852497718	81.70231687	3.407975487	2.065720409	3.416019284	1.267762271
HOR 18765	10.25642/IPK/GBIS/246944	PGR	winter	3.132563743	136.0473209	2.166396948	107.7206036	3.416596015	1.500001765	2.653980556	1.664390642
HOR 18766	10.25642/IPK/GBIS/254656	PGR	spring	3.181936661	75.49738119	1.991830975	85.62724103	3.010003602	1.714943843	2.524910406	1.308397703
HOR 18795	10.25642/IPK/GBIS/246961	PGR	winter	3.314284363	130.7922896	1.951992416	115.4693022	7.650137699	1.499997677	4.211633251	1.291022087
HOR 18824	10.25642/IPK/GBIS/231494	PGR	spring	6.382031613	66.43667858	3.25416796	75.96277283	5.481629511	1.187777197	4.268662724	2.321384749
HOR 18827	10.25642/IPK/GBIS/234933	PGR	spring	4.282237152	68.85407314	5.861620171	93.68379802	5.227385109	1.432022636	3.309878547	1.343825587
HOR 18913	10.25642/IPK/GBIS/258883	PGR	spring	3.714908705	65.51496639	3.973206476	90.84451163	4.80791175	2.221272069	5.99485731	1.342984828
HOR 18917	10.25642/IPK/GBIS/234512	PGR	spring	4.415496498	65.23113022	3.855542112	78.45068352	5.50703143	2.402730472	5.665475341	1.345964928
HOR 18920	10.25642/IPK/GBIS/240891	PGR	spring	3.768961456	75.19488328	4.415043957	115.9595296	3.096080413	3.006315566	2.884749052	1.301161561
HOR 18924	10.25642/IPK/GBIS/246674	PGR	spring	3.737782353	68.65996046	4.788720722	112.8265909	4.50764515	1.688229047	3.995458448	1.344101569
HOR 18935	10.25642/IPK/GBIS/234805	PGR	spring	4.15173181	69.32183845	5.27621314	95.09269706	4.319122344	1.776721359	2.948209598	1.343661201
HOR 18962	10.25642/IPK/GBIS/245582	PGR	winter	3.954499738	134.4381523	5.113659853	108.7609985	5.398832602	1.499996208	3.960757063	4.388798298
HOR 19050	10.25642/IPK/GBIS/246066	PGR	spring	3.693106282	71.47390865	3.12442764	91.51174405	3.824176995	1.412555609	3.760367429	1.344630982
HOR 19051	10.25642/IPK/GBIS/254535	PGR	winter	2.939447818	137.1228511	2.338540393	106.1624157	7.284788597	1.49999774	3.834533361	5.383829257
HOR 19170	10.25642/IPK/GBIS/226190	PGR	winter	3.277083069	136.0061576	4.094321262	116.1540014	5.354730654	1.499998879	6.670582425	4.408569952
HOR 19184	10.25642/IPK/GBIS/239689	PGR	spring	2.688979987	63.60653189	4.916196659	76.46784831	4.100141003	2.061452217	4.799642917	1.308025907
HOR 19202	10.25642/IPK/GBIS/254534	PGR	winter	4.407024808	133.9543172	5.065734276	128.8110556	4.885314141	1.499997677	2.482367824	2.026500251
HOR 19289	10.25642/IPK/GBIS/246417	PGR	spring	3.992654485	71.6814977	4.174916025	108.9166387	4.443141645	1.740136121	2.926128078	1.362765677
HOR 19295	10.25642/IPK/GBIS/224471	PGR	winter	6.462666059	137.7701297	3.970811604	116.6905255	4.240043797	1.499999677	5.613125232	2.4378466
HOR 19299	10.25642/IPK/GBIS/235571	PGR	winter	6.27866152	137.6326115	2.764819695	112.3455719	4.641064941	3.00000288	5.076323998	1.539934439
HOR 19372	10.25642/IPK/GBIS/245296	PGR	winter	4.345764747	131.1816109	3.25990035	119.4079634	5.143507319	1.500005259	5.060772723	1.166565894
HOR 19379	10.25642/IPK/GBIS/258308	PGR	winter	3.139996195	148.009344	2.10433678	105.4857894	6.03631095	1.499998107	5.766442162	2.059511906
HOR 19386	10.25642/IPK/GBIS/244229	PGR	spring	2.8549377	75.47961513	3.018373684	92.39500219	2.971688826	1.417288387	3.643332334	1.358698169
HOR 1939	10.25642/IPK/GBIS/18066	PGR	spring	1.378409492	71.49905543	3.654144662	103.0688764	3.696541077	1.724411266	3.43440072	1.307560079
HOR 19413	10.25642/IPK/GBIS/224531	PGR	winter	5.171766017	139.9671981	3.934116573	128.8412042	4.225547042	1.499997677	5.229388598	1.917653563
HOR 1949	10.25642/IPK/GBIS/18073	PGR	spring	5.122061688	68.40154143	4.788902379	89.37668701	4.745375507	2.739802329	7.392783657	1.3471061
HOR 19526	10.25642/IPK/GBIS/240704	PGR	winter	4.055661641	142.0799892	3.592001336	121.1790246	5.836061598	1.500000689	3.412965916	1.221806052
HOR 1954	10.25642/IPK/GBIS/18077	PGR	spring	5.155437394	71.47454821	5.345048071	95.98489621	4.350952086	1.74375609	2.917245967	1.345112701
HOR 19551	10.25642/IPK/GBIS/229728	PGR	winter	3.505944876	136.9659509	2.937346268	108.7023681	5.167076556	1.499999816	3.825129378	1.404219315
HOR 19568	10.25642/IPK/GBIS/254479	PGR	winter	3.303869395	146.9063677	4.100097883	107.3247625	4.036781422	1.499993398	3.038109583	2.516038625
HOR 19574	10.25642/IPK/GBIS/231190	PGR	winter	5.761093556	137.7331428	3.179139799	120.4673523	4.417839463	1.500005259	3.932260925	2.378860278
HOR 19593	10.25642/IPK/GBIS/234572	PGR	winter	3.424469094	142.1866771	4.922221525	123.1473043	3.639976681	1.49999436	3.323076629	1.084627778
HOR 1962	10.25642/IPK/GBIS/18085	PGR	spring	3.720142706	75.41440662	3.797265608	106.4278214	4.86964648	1.391386728	1.761814835	1.360066546
HOR 19653	10.25642/IPK/GBIS/245636	PGR	winter	3.592222443	132.203008	4.752816507	121.0450272	5.987516619	2.000001626	2.283147278	1.516038621
HOR 1972	10.25642/IPK/GBIS/18093	PGR	spring	5.874003613	73.53232282	4.226098546	87.98510007	4.202576015	1.772786127	1.865185043	1.345010008
HOR 19720	10.25642/IPK/GBIS/246325	PGR	spring	3.978383705	73.38787846	4.726022542	90.01750134	4.363643853	1.748743884	2.876749188	1.418277421
HOR 19742	10.25642/IPK/GBIS/246032	PGR	spring	5.310099244	71.14925478	4.347589164	105.9284186	3.896403524	1.737087197	2.484843149	1.307535089
HOR 19746	10.25642/IPK/GBIS/254537	PGR	winter	4.731835723	135.8051786	1.699062358	127.1053566	4.494502967	1.499997791	2.764524705	1.166565922
HOR 1977	10.25642/IPK/GBIS/18098	PGR	spring	4.225593161	65.95455457	4.388137225	83.63759729	3.615140713	2.414748357	5.896337905	1.345611308
HOR 19860	10.25642/IPK/GBIS/245243	PGR	winter	5.951877601	132.4734016	3.710430428	110.4228253	6.156348025	1.500005259	5.130832621	3.712670323
HOR 19869	10.25642/IPK/GBIS/226024	PGR	winter	4.739879741	134.1501118	5.206733713	122.6781527	6.656670676	1.499999892	4.614598134	1.226775087
HOR 19886	10.25642/IPK/GBIS/244865	PGR	winter	4.675856061	141.9748227	4.740848426	127.6582223	4.422635503	1.500005031	4.120846027	1.037759156
HOR 199	10.25642/IPK/GBIS/16455	PGR	spring	4.588819157	72.88953837	5.520380141	98.5510901	3.05812978	1.759955069	2.579220491	1.34298733
HOR 1990	10.25642/IPK/GBIS/18111	PGR	spring	3.307801401	76.44161435	5.151347886	99.15920035	3.339806624	1.777136558	3.597219811	1.345955249
HOR 19938	10.25642/IPK/GBIS/257272	PGR	spring	5.274935231	70.27463073	6.547075227	82.97079929	5.236616573	2.38686784	3.175306769	1.352646083
HOR 19952	10.25642/IPK/GBIS/226007	PGR	spring	4.581761662	72.2394546	2.006057878	108.1953586	3.16213825	2.403356891	2.626497646	3.358510891
HOR 20004	10.25642/IPK/GBIS/235637	PGR	winter	2.804158176	134.4129753	4.575616763	127.7041339	5.43325413	1.500002816	4.057256154	1.373891335
HOR 20008	10.25642/IPK/GBIS/253782	PGR	winter	3.337396083	136.0469073	4.658890847	123.2301247	5.842569008	1.500003272	5.018066575	2.797547878
HOR 2004	10.25642/IPK/GBIS/78598	PGR	spring	3.784649858	70.41476261	4.467419511	95.11626001	5.724021594	1.788106214	4.715294154	1.312579352
HOR 20196	10.25642/IPK/GBIS/229310	PGR	spring	2.75391404	73.88433532	2.109106784	102.2555453	3.497067139	1.425669119	4.154898698	1.309600007
HOR 20198	10.25642/IPK/GBIS/226465	PGR	spring	4.400475554	70.40496905	4.432711994	81.55850266	4.896840812	1.692786879	4.751582918	1.329598578
HOR 20226	10.25642/IPK/GBIS/224540	PGR	spring	3.451219525	73.84329904	5.334823806	105.6584417	3.949604005	1.409690001	3.163699705	1.343661201
HOR 20266	10.25642/IPK/GBIS/229251	PGR	spring	2.99784099	73.32306067	4.351484117	111.7417001	4.428101252	1.735546843	3.454596767	1.366050664
HOR 20269	10.25642/IPK/GBIS/257238	PGR	spring	2.901250076	77.88167969	2.8356063	106.8264418	4.904667963	1.762533788	1.995635846	1.306632111
HOR 2028	10.25642/IPK/GBIS/18143	PGR	spring	3.546352625	75.36142987	4.656178745	110.7216595	4.081287755	1.729850791	3.459933102	1.344640469
HOR 20295	10.25642/IPK/GBIS/258280	PGR	spring	4.167944505	67.1766843	2.226618446	94.64988014	5.285811494	1.735067999	2.262293476	1.342040205
HOR 20348	10.25642/IPK/GBIS/231319	PGR	spring	4.845170757	72.68712084	5.115806316	90.25444912	4.896686515	2.090045957	3.229686625	1.342528747
HOR 20470	10.25642/IPK/GBIS/229357	PGR	winter	5.377339574	131.8178343	3.370972835	116.2204672	5.489107666	1.499999158	4.203911834	2.077337735
HOR 205	10.25642/IPK/GBIS/16461	PGR	spring	4.269036478	72.24724216	4.717028951	101.9885565	3.732297059	3.453979511	2.542971992	1.346453976
HOR 20537	10.25642/IPK/GBIS/253145	PGR	winter	4.717434255	140.2483705	1.655833443	146.069066	4.737523018	1.499994013	3.350155655	2.506100645
HOR 20710	10.25642/IPK/GBIS/261822	PGR	spring	4.662446828	69.86431728	5.230518033	93.02744592	4.420422042	1.178923337	3.417921067	1.345005202
HOR 2083	10.25642/IPK/GBIS/18191	PGR	spring	2.941978655	71.59961536	4.4583204	109.8373751	4.868603108	1.7364202	2.495533359	1.344338755
HOR 20909	10.25642/IPK/GBIS/248329	PGR	spring	3.855978145	72.12272676	3.184280556	91.32702914	3.899499026	2.39085295	3.035047283	3.329598578
HOR 20948	10.25642/IPK/GBIS/240023	PGR	winter	4.079367259	137.1906833	4.071623016	127.1685311	5.208242913	1.499998057	2.700511078	1.079658796
HOR 20968	10.25642/IPK/GBIS/225689	PGR	winter	4.777049307	137.5477175	2.850522506	130.6183339	2.925686915	1.49999993	5.435757346	1.552396851
HOR 20971	10.25642/IPK/GBIS/257317	PGR	winter	4.409615648	134.932367	4.904154521	124.9086073	5.467036268	1.500000322	5.744139393	1.777587867
HOR 20974	10.25642/IPK/GBIS/229323	PGR	winter	4.93304891	140.0229539	5.128696682	122.6643701	5.188375335	1.499999044	2.082386316	1.800333178
HOR 20985	10.25642/IPK/GBIS/244156	PGR	winter	4.118544071	136.6995063	2.714575671	122.1227675	4.171336165	1.500001626	3.442166582	1.079658812
HOR 2099	10.25642/IPK/GBIS/18205	PGR	spring	4.103741363	71.39521691	4.02314869	100.8570212	4.013155235	1.747326628	2.366379384	1.343290102
HOR 2104	10.25642/IPK/GBIS/18210	PGR	spring	3.927403393	72.92330733	5.469011821	92.83593233	3.794360838	1.394156907	4.950227997	1.345419789
HOR 21085	10.25642/IPK/GBIS/256731	PGR	winter	4.71622497	139.3233338	6.619358192	105.7065746	5.553508835	1.560808985	2.633708499	3.31277491
HOR 21087	10.25642/IPK/GBIS/248320	PGR	spring	3.488888168	64.77806944	4.292328015	73.93123592	6.444457289	1.69943467	2.934761374	1.340082861
HOR 21250	10.25642/IPK/GBIS/235408	PGR	spring	5.264730973	70.2972185	4.941436323	76.56268311	5.197134184	2.077382185	1.609135652	1.343199505
HOR 21258	10.25642/IPK/GBIS/235442	PGR	winter	3.031923651	133.806829	6.682052132	103.7348078	6.924642944	1.560818529	5.006632025	5.304073726
HOR 2131	10.25642/IPK/GBIS/18234	PGR	spring	4.146731987	73.18887687	4.656513771	105.9722022	3.066799223	1.764799849	3.631397141	1.308804498
HOR 21344	10.25642/IPK/GBIS/254410	PGR	spring	4.415234402	66.03170016	5.129638566	75.78023632	6.620807864	1.721111523	2.394825673	1.308716982
HOR 21357	10.25642/IPK/GBIS/256737	PGR	spring	5.227753998	66.57897461	4.364490175	99.58922651	5.765854794	3.188793393	1.714128763	1.34599483
HOR 21428	10.25642/IPK/GBIS/226148	PGR	spring	4.951180855	68.03193931	6.398037925	78.39382498	6.19995437	1.634429562	4.828344921	1.413527402
HOR 21436	10.25642/IPK/GBIS/248303	PGR	spring	3.242313383	66.00954055	5.898260402	81.27816945	5.433274636	2.164896371	2.676800441	1.418277421
HOR 21439	10.25642/IPK/GBIS/256762	PGR	spring	3.581391962	72.67306315	6.445446333	89.98158156	6.38845092	1.745729454	2.219621162	1.376770695
HOR 21517	10.25642/IPK/GBIS/248413	PGR	spring	4.779757073	69.92228344	4.485682849	116.3783949	4.787595621	1.729262502	1.269995021	1.362765677
HOR 21548	10.25642/IPK/GBIS/236066	PGR	winter	3.831736869	144.8853647	3.424358949	120.769991	5.136772164	1.499998816	2.809406345	2.037759125
HOR 21599	10.25642/IPK/GBIS/227983	PGR	winter	4.01794567	130.7195337	5.435596619	90.66226899	7.124137334	1.560818529	5.86691796	4.673092846
HOR 21609	10.25642/IPK/GBIS/232421	PGR	spring	3.789186141	68.72075796	4.104672636	97.19902174	5.525437754	1.775229524	4.198350055	1.358510891
HOR 2164	10.25642/IPK/GBIS/18264	PGR	spring	3.452819481	77.22752805	4.343036868	101.925029	3.344554043	2.069660575	2.580800729	1.308183347
HOR 21641	10.25642/IPK/GBIS/252489	PGR	spring	3.822506018	65.63955967	4.721548166	82.64115506	6.267438295	2.061566886	5.895995422	2.324939367
HOR 21681	10.25642/IPK/GBIS/255863	PGR	spring	4.48963065	68.09084766	2.721797518	98.13064022	5.544931122	1.782477885	3.23861038	1.349505539
HOR 21687	10.25642/IPK/GBIS/255879	PGR	spring	1.764133912	74.34608236	3.927073481	109.2997446	3.456472424	1.782782451	2.132216086	1.31638602
HOR 219	10.25642/IPK/GBIS/16475	PGR	spring	4.166039527	73.87774779	3.897246117	106.1721755	6.039983709	1.746398634	2.697672234	1.346685288
HOR 22161	10.25642/IPK/GBIS/1736974	PGR	winter	3.840184727	132.9521219	4.649489391	117.4531979	5.315779948	1.500004297	4.96490818	4.468108579
HOR 22165	10.25642/IPK/GBIS/1427287	PGR	spring	5.456378574	68.85229399	1.959922517	95.26236224	5.44120136	1.788918396	1.995342421	1.36845848
HOR 22190	10.25642/IPK/GBIS/1912726	PGR	spring	1.511216651	74.64033401	1.345335356	86.77441825	2.785763907	1.755464004	4.04849834	1.343213976
HOR 2232	10.25642/IPK/GBIS/18325	PGR	spring	3.274252656	75.31887766	2.483123379	104.5038944	3.119575943	1.799430249	1.379596989	1.343199505
HOR 2237	10.25642/IPK/GBIS/18329	PGR	winter	3.970041501	140.5833506	3.78364287	125.9418267	4.694676045	1.50000288	4.361131337	3.241682005
HOR 2269	10.25642/IPK/GBIS/18356	PGR	winter	4.109412736	132.9469242	2.886957236	122.9698614	5.049195782	1.499995803	3.186026337	2.579856833
HOR 2277	10.25642/IPK/GBIS/18364	PGR	winter	4.526617298	137.894999	3.013890058	130.4924975	6.22060281	1.499998702	3.066823366	1.166565842
HOR 2282	10.25642/IPK/GBIS/18369	PGR	winter	5.500806716	138.0837962	3.998086448	115.9380008	4.057733594	1.499998879	3.271356448	1.231744098
HOR 2290	10.25642/IPK/GBIS/18376	PGR	winter	3.465675722	142.3090935	3.281364759	136.6347445	3.985132155	1.500001183	3.242413327	1.884440496
HOR 2293	10.25642/IPK/GBIS/18378	PGR	winter	3.350238434	135.8272429	5.290636593	123.3448183	3.66628953	1.500000803	3.36176845	2.050810773
HOR 2348	10.25642/IPK/GBIS/18413	PGR	spring	2.948178444	75.86668472	3.535152614	107.7563274	5.35484517	2.729079251	2.528756836	1.308662994
HOR 2364	10.25642/IPK/GBIS/18429	PGR	spring	4.152561375	72.93319662	3.905811507	110.0923634	4.120542269	1.375947892	3.2204298	1.346689537
HOR 2366	10.25642/IPK/GBIS/18431	PGR	spring	4.644183662	66.66699329	4.792873996	99.39564722	5.241229794	2.051257879	3.944384101	1.345419789
HOR 2369	10.25642/IPK/GBIS/18434	PGR	spring	4.754428706	67.97779268	5.422952208	94.01223372	5.099732813	1.387265214	3.493605964	1.362108974
HOR 2383	10.25642/IPK/GBIS/18448	PGR	spring	4.460732122	70.1364937	5.858145806	90.41461351	5.705215963	1.369313997	1.468025776	1.34098313
HOR 239	10.25642/IPK/GBIS/16494	PGR	spring	3.783403222	76.57938336	2.714066514	99.29713955	4.042952541	1.719154269	3.705096507	1.346685288
HOR 2403	10.25642/IPK/GBIS/18464	PGR	spring	4.78870537	70.55262868	3.557785783	98.4596998	5.765191154	2.047921206	3.248482937	1.349505539
HOR 2431	10.25642/IPK/GBIS/18479	PGR	spring	4.235566032	71.1110076	4.239419192	90.59218977	4.817727217	2.730385245	2.404233258	1.342365499
HOR 2469	10.25642/IPK/GBIS/92091	PGR	winter	5.311917403	136.5147156	4.340169102	119.6957499	5.895013112	1.500001879	7.428986112	4.459407456
HOR 2480	10.25642/IPK/GBIS/18517	PGR	spring	2.506675145	74.83589779	4.879896412	94.25892661	4.14271312	1.384717805	3.223963411	1.358510891
HOR 2494	10.25642/IPK/GBIS/18530	PGR	spring	3.895082023	76.51973791	2.199258873	97.09351122	4.05445961	1.385580915	3.26313003	1.348299515
HOR 2504	10.25642/IPK/GBIS/18540	PGR	spring	3.648182618	76.29784896	4.310518118	96.82532137	3.630235921	1.764358539	3.032379058	1.361337796
HOR 2517	10.25642/IPK/GBIS/18551	PGR	spring	5.195142192	70.74393525	3.458677396	107.4388482	5.316746772	2.079237006	3.773309223	1.330384449
HOR 2520	10.25642/IPK/GBIS/18553	PGR	spring	5.857579768	68.13099532	5.126184026	96.60746906	5.349038142	1.748856659	2.758507881	1.254152301
HOR 2528	10.25642/IPK/GBIS/18560	PGR	spring	4.712397423	68.12169332	3.157951198	103.5389344	4.297290653	1.378844224	4.515359173	1.344338755
HOR 2529	10.25642/IPK/GBIS/18561	PGR	spring	3.58122687	73.10569573	2.495654859	114.3082585	4.24629282	1.729198707	3.023334769	1.345295665
HOR 2530	10.25642/IPK/GBIS/18562	PGR	spring	3.36186509	71.86954572	3.17187251	92.84728508	3.577584274	1.775794868	4.377569538	1.345295665
HOR 2598	10.25642/IPK/GBIS/18629	PGR	spring	3.152762989	77.05671031	4.231189011	103.7590678	4.252503562	2.087074784	2.749119607	1.358698169
HOR 2637	10.25642/IPK/GBIS/18667	PGR	spring	3.27484881	75.28967282	2.839871118	91.50745685	3.938115162	1.403462194	3.629104928	1.345112701
HOR 264	10.25642/IPK/GBIS/16515	PGR	spring	4.613429446	69.90700066	6.114884823	86.52266266	4.026439413	1.386443886	4.481511759	1.347090622
HOR 2674	10.25642/IPK/GBIS/18703	PGR	spring	3.302955327	76.88103588	4.519585972	96.93154962	2.936467325	1.769484896	2.312755669	1.345295665
HOR 2747	10.25642/IPK/GBIS/18775	PGR	spring	4.040670396	74.08328467	2.836531508	97.57174041	3.494077012	1.752555577	5.022894253	1.307591499
HOR 2748	10.25642/IPK/GBIS/18776	PGR	winter	6.046298011	140.3571793	3.733036173	113.7035045	4.885329568	1.499996854	5.549428508	1.295372719
HOR 2749	10.25642/IPK/GBIS/18777	PGR	spring	4.612095765	68.89564055	4.280409351	106.3146747	3.943247746	2.408549767	6.473476598	1.345112701
HOR 2752	10.25642/IPK/GBIS/18780	PGR	spring	3.977859626	73.56021564	3.302575963	96.2139742	4.004435333	1.780140256	4.905271878	1.86754999
HOR 2755	10.25642/IPK/GBIS/18783	PGR	winter	3.8828188	135.7120763	5.34012693	120.8808453	4.884830023	1.499998879	3.244212607	3.31277491
HOR 2757	10.25642/IPK/GBIS/18785	PGR	spring	4.13605548	73.5808855	2.762068049	104.9498695	3.711776611	1.418962928	2.257163915	1.344640469
HOR 2761	10.25642/IPK/GBIS/18789	PGR	winter	5.550213465	134.7976425	4.838967055	118.3564356	4.398845747	1.500000753	4.244248246	1.286671536
HOR 2764	10.25642/IPK/GBIS/18792	PGR	spring	3.942556938	70.31119991	4.277552963	100.621356	3.495590721	2.395165034	3.062720262	1.370487668
HOR 2805	10.25642/IPK/GBIS/18832	PGR	spring	4.190644421	72.16224226	4.740483969	86.41832977	5.008356167	2.066992265	6.453292221	1.346664439
HOR 282	10.25642/IPK/GBIS/16531	PGR	spring	4.599376755	72.05557631	4.78344071	94.00058218	4.030562748	1.714581225	3.707519962	1.343521037
HOR 29	10.25642/IPK/GBIS/16296	PGR	winter	3.577912445	140.4601646	4.433693233	128.846156	3.764212472	1.999997436	4.317522933	1.64824796
HOR 2922	10.25642/IPK/GBIS/18946	PGR	winter	3.875260667	135.0964616	2.50922651	115.6154636	3.886758025	1.499999107	2.548050553	1.441715643
HOR 2924	10.25642/IPK/GBIS/18948	PGR	spring	4.019428768	71.32553595	3.3086576	104.298222	4.573895269	2.396956895	2.378921726	1.353220165
HOR 2957	10.25642/IPK/GBIS/18980	PGR	spring	2.376037436	77.70641607	4.420136557	106.4852336	3.830039131	2.256993611	2.585558854	1.322837368
HOR 2970	10.25642/IPK/GBIS/18992	PGR	spring	3.656548376	73.47383902	4.228182347	117.2249163	3.393259304	1.732509264	3.026681536	1.345010008
HOR 3064	10.25642/IPK/GBIS/19080	PGR	winter	3.439395028	137.9825587	2.95930357	116.9716221	5.147600028	1.500003247	4.031171262	1.942480444
HOR 3081	10.25642/IPK/GBIS/19096	PGR	winter	3.463714469	139.0650279	4.029511883	123.3686299	4.314173173	1.499999892	4.159968901	2.084627779
HOR 3093	10.25642/IPK/GBIS/19107	PGR	winter	3.676053063	142.4398586	2.908271205	117.250566	4.471529445	1.500002449	2.386557644	1.022149666
HOR 3106	10.25642/IPK/GBIS/19120	PGR	winter	3.023053077	132.707686	5.270220734	113.1441259	5.16214936	1.500002588	2.49070038	1.275412545
HOR 3116	10.25642/IPK/GBIS/19130	PGR	winter	3.705512582	138.6626667	3.674294241	118.7915277	4.515009561	1.500000753	4.014262556	1.146605826
HOR 3125	10.25642/IPK/GBIS/19139	PGR	winter	6.492195503	137.7864379	2.527545919	120.2736169	3.763589436	1.499998765	4.053531802	2.666183394
HOR 3136	10.25642/IPK/GBIS/19150	PGR	winter	3.900652406	134.8522889	5.040342662	124.8702481	5.170574619	1.500000436	4.986592774	1.08462779
HOR 3137	10.25642/IPK/GBIS/19151	PGR	winter	3.980031361	134.8720955	3.190825378	118.5874503	4.511233328	2.499998677	5.128380095	1.942480489
HOR 3146	10.25642/IPK/GBIS/19159	PGR	winter	2.363758168	131.2259749	4.964198949	111.3179896	8.067492668	1.560814504	3.19479583	2.445584667
HOR 3153	10.25642/IPK/GBIS/19166	PGR	winter	4.13764132	132.2150325	6.010167046	120.2774982	4.361056318	1.499999753	3.961847816	1.535583834
HOR 3155	10.25642/IPK/GBIS/19168	PGR	winter	4.255842967	132.9847901	5.488039634	116.4943304	6.480310919	1.500000576	5.172772762	2.648781076
HOR 3157	10.25642/IPK/GBIS/19170	PGR	winter	4.172107942	137.0717572	4.81630653	123.7604556	4.94419022	1.499998082	3.947623385	4.219196206
HOR 3164	10.25642/IPK/GBIS/19176	PGR	spring	4.239869618	73.60813506	3.622257198	100.5336269	4.598259415	1.405456159	2.232717824	1.3471061
HOR 3179	10.25642/IPK/GBIS/19189	PGR	winter	5.003801249	132.4746996	2.824581554	119.9605898	3.049792542	1.499995183	3.871761849	1.084627748
HOR 3187	10.25642/IPK/GBIS/19196	PGR	winter	4.144007976	135.5408098	4.604293052	125.2551565	4.208752825	1.499997031	3.976043434	1.399868734
HOR 3233	10.25642/IPK/GBIS/19238	PGR	winter	4.817876475	134.1517945	3.407849723	117.936323	5.225720404	1.499999069	3.498114796	1.231744032
HOR 3272	10.25642/IPK/GBIS/19273	PGR	spring	2.950422709	67.08958845	3.800183974	88.28695041	5.335554388	2.084267655	4.725632349	1.347981651
HOR 33	10.25642/IPK/GBIS/16300	PGR	winter	4.604081846	139.5071789	3.832855444	129.5564533	4.217569149	3.499998677	2.097208233	2.524324925
HOR 3311	10.25642/IPK/GBIS/19312	PGR	winter	4.182938065	135.2343139	3.775659337	128.0826243	4.270095325	1.49999493	2.978758553	1.648781119
HOR 3327	10.25642/IPK/GBIS/19328	PGR	winter	4.087904741	139.4998594	5.041832854	126.482528	4.867465776	1.499995803	3.092853738	2.037759174
HOR 3359	10.25642/IPK/GBIS/19360	PGR	winter	4.951483433	142.211522	3.053894606	126.7914052	3.021471829	1.499999639	3.976198132	1.942480508
HOR 3369	10.25642/IPK/GBIS/19370	PGR	winter	4.038775542	138.0249307	4.472557711	119.9671751	4.064916933	1.500005462	3.464276137	0.937511521
HOR 3460	10.25642/IPK/GBIS/19461	PGR	winter	4.344543688	141.7401619	5.367492761	131.3403719	3.465709765	1.500000322	2.392332433	3.428529935
HOR 3482	10.25642/IPK/GBIS/19483	PGR	winter	3.117907827	134.6946846	5.377026626	127.8967911	4.48112822	1.500001804	1.564335835	1.216484155
HOR 3492	10.25642/IPK/GBIS/19493	PGR	winter	3.691132033	133.7162425	4.973949939	110.4340489	6.455532845	1.560818529	3.747707792	3.962356371
HOR 3620	10.25642/IPK/GBIS/19615	PGR	spring	4.41929205	74.77027119	3.077478694	90.71549651	2.969744743	1.774139977	2.785731238	1.34098313
HOR 3728	10.25642/IPK/GBIS/19719	PGR	spring	3.613731844	75.32193801	3.80419515	97.52299	4.221697571	1.769929818	2.883765112	1.360066546
HOR 3740	10.25642/IPK/GBIS/19730	PGR	spring	3.948674204	73.43810176	4.554386761	110.6560574	4.263509389	1.384788426	2.025951147	1.34098313
