genotypes	doi	status	trial	blumeria_graminis	heading_date	lodging	plant_height	puccinia_hordei	pyrenophora_teres	ramularia_collo_cygni	rhynchosporium
HOR 8736	10.25642/IPK/GBIS/24434	PGR	winter	6.469365954	130.1739431	5.437253231	113.1904993	6.134679473	1.500002702	6.860258267	3.235829364
HOR 8749	10.25642/IPK/GBIS/24447	PGR	spring	3.855764302	65.80157103	5.119732307	88.97181625	5.905016495	2.056809595	3.274845099	1.310157253
HOR 8751	10.25642/IPK/GBIS/24449	PGR	spring	2.773607313	65.84069511	3.862444722	99.37217035	5.385033333	1.739780542	3.260999846	1.311861531
HOR 876	10.25642/IPK/GBIS/17095	PGR	spring	3.925818128	72.96050881	3.301610727	111.9805724	4.386601769	1.397370669	2.836712807	1.358698169
HOR 8760	10.25642/IPK/GBIS/24458	PGR	winter	3.746454486	138.0208657	3.453043868	128.3876327	3.658027429	1.500004753	4.883654271	2.663154846
HOR 877	10.25642/IPK/GBIS/17096	PGR	spring	2.733244932	71.10671963	3.299030754	108.0467308	4.028763501	1.415765343	2.916695638	1.298577029
HOR 8787	10.25642/IPK/GBIS/24484	PGR	spring	3.297534651	65.79428981	4.638951363	95.43058289	4.700050791	1.710160038	4.411263815	1.342040205
HOR 8808	10.25642/IPK/GBIS/24505	PGR	spring	3.563464841	72.64786489	4.015279224	107.4834911	3.365292138	1.808936276	2.942746578	1.322963995
HOR 8819	10.25642/IPK/GBIS/24516	PGR	spring	3.175064717	74.88924313	4.576371766	96.79084992	2.953068205	1.799263069	3.313049094	1.321444246
HOR 8868	10.25642/IPK/GBIS/24562	PGR	winter	5.775658755	139.6305963	5.304788893	129.2049453	4.431011159	1.500000322	5.257686547	1.884440493
HOR 8879	10.25642/IPK/GBIS/24573	PGR	spring	4.345459161	68.51305027	4.371463961	87.94720623	5.433006589	2.067485613	3.324902719	1.346448141
HOR 8891	10.25642/IPK/GBIS/24585	PGR	spring	3.04092758	75.70286332	3.347167778	92.91195053	3.007970722	1.789086073	3.36595316	1.308350204
HOR 8903	10.25642/IPK/GBIS/24593	PGR	winter	4.839184537	132.9542458	2.179415141	97.74058152	4.465605687	1.499996854	3.553791047	1.594565755
HOR 8908	10.25642/IPK/GBIS/24596	PGR	winter	3.533469605	133.8095452	5.375732395	111.3507427	6.22094112	1.499998791	5.662357093	5.605345756
HOR 8915	10.25642/IPK/GBIS/24603	PGR	spring	4.420581109	71.36798435	3.853084511	99.21646783	4.275437384	1.763079156	2.605692417	1.344195959
HOR 8919	10.25642/IPK/GBIS/24607	PGR	spring	3.060804964	76.79945152	1.337708735	87.84583949	2.709740814	1.758977823	2.967903146	1.850124299
HOR 892	10.25642/IPK/GBIS/17110	PGR	spring	3.288843157	74.05047899	4.092336223	96.71215559	4.292255029	1.733996119	3.917309573	1.361658452
HOR 9043	10.25642/IPK/GBIS/24724	PGR	spring	3.21282406	70.15245605	4.584704065	85.01668747	5.886303936	1.783326857	3.878615155	1.321500144
HOR 919	10.25642/IPK/GBIS/17132	PGR	spring	2.358034469	70.21139135	4.641198522	91.97563125	3.480316969	2.420377662	5.102677644	1.307520684
HOR 9240	10.25642/IPK/GBIS/24913	PGR	winter	3.980012624	137.8854529	2.797350437	112.0007882	3.653623009	1.499999753	3.221431133	1.079658816
HOR 9249	10.25642/IPK/GBIS/24920	PGR	winter	4.84687311	134.2877325	5.044807382	128.7050068	3.674036726	1.500002335	3.432403154	1.91765356
HOR 9250	10.25642/IPK/GBIS/78819	PGR	winter	2.563567656	142.228753	3.876511978	136.0994915	1.749900931	1.499997677	3.886985639	3.39376729
HOR 9255	10.25642/IPK/GBIS/24925	PGR	winter	2.660903612	141.6299267	5.02322295	138.383599	2.159521207	1.500000689	2.707898616	3.91248631
HOR 9271	10.25642/IPK/GBIS/24940	PGR	winter	3.168452551	134.0759735	4.940800869	132.9095952	5.072514591	1.499997791	2.025316763	1.291022115
HOR 9288	10.25642/IPK/GBIS/24957	PGR	winter	3.757404726	128.0650606	4.777156571	96.87507935	7.783960463	1.499996069	5.86222209	3.051939641
HOR 9292	10.25642/IPK/GBIS/24961	PGR	spring	4.512703249	74.83238292	4.043323334	93.90439132	4.333216835	1.402958598	1.962848078	1.370487668
HOR 93	10.25642/IPK/GBIS/16357	PGR	spring	3.665361328	74.90889667	4.364560795	101.963723	3.920769911	1.687941103	3.833500065	1.340363673
HOR 9455	10.25642/IPK/GBIS/25115	PGR	spring	2.144039734	77.77169813	0.893707226	88.72164229	3.513263431	3.095224917	1.780891635	1.376770695
HOR 9492	10.25642/IPK/GBIS/25149	PGR	spring	4.402121924	73.20269395	3.875339844	100.2086967	4.646092256	1.405521906	2.465654743	1.346685288
HOR 9515	10.25642/IPK/GBIS/25172	PGR	spring	3.939246135	70.33837877	3.396556025	107.3659081	5.74539154	1.765229628	2.938385175	1.344338755
HOR 9519	10.25642/IPK/GBIS/25176	PGR	winter	3.39893887	131.7831402	5.477913353	107.4392418	6.628729405	1.500005462	5.662238007	4.806249012
HOR 9532	10.25642/IPK/GBIS/25188	PGR	spring	4.851357272	71.90487538	4.28998733	100.3724687	3.931890687	1.790328892	3.148012422	1.329438861
HOR 9535	10.25642/IPK/GBIS/25191	PGR	spring	4.311405507	71.70476953	3.860008033	105.3077727	3.897114854	2.055083309	5.185656631	2.358510891
HOR 9558	10.25642/IPK/GBIS/25214	PGR	spring	4.082999544	67.17324806	7.067088669	93.03038061	5.771386368	2.104793924	4.950109023	1.342528747
HOR 9559	10.25642/IPK/GBIS/25215	PGR	spring	4.281794473	67.81119546	4.740083449	97.12731776	4.403653465	1.703428634	4.219673819	1.413527402
HOR 9573	10.25642/IPK/GBIS/25229	PGR	spring	4.062606785	67.29786665	4.834950951	99.51496059	4.425953405	1.780420702	3.686608589	1.346453976
HOR 9658	10.25642/IPK/GBIS/76161	PGR	spring	3.651404518	76.0255848	1.218162723	88.15851674	3.73658681	2.100151734	3.336622593	1.360066546
HOR 9676	10.25642/IPK/GBIS/76308	PGR	spring	2.282709652	76.41919117	1.248560567	83.89901146	3.95518653	2.063971441	5.092895008	1.313352083
HOR 9709	10.25642/IPK/GBIS/79173	PGR	spring	3.744211802	74.5923255	4.320385706	97.30154832	3.817785793	1.75286076	2.052345551	1.342528747
HOR 980	10.25642/IPK/GBIS/17186	PGR	winter	3.306779363	133.9285765	4.261307129	120.7834278	3.092675575	1.500002563	5.890842927	4.246650957
HOR 9815	10.25642/IPK/GBIS/25462	PGR	spring	4.411132487	73.24052531	3.989236797	103.4501222	3.130920046	2.077410184	2.364933613	1.347981651
HOR 9841	10.25642/IPK/GBIS/82078	PGR	spring	6.172727679	66.56854857	1.964620369	82.80045056	5.59360552	2.24352676	3.53496635	1.344893435
HOR 9846	10.25642/IPK/GBIS/82080	PGR	spring	3.936373147	65.59403766	3.764629335	81.84742999	4.84819905	1.378649143	4.401780525	1.344195959
HOR 987	10.25642/IPK/GBIS/17193	PGR	winter	4.483502784	136.6396674	4.973536271	132.678896	5.87886159	1.499997056	3.277553284	1.212615116
HOR 9910	10.25642/IPK/GBIS/79287	PGR	spring	3.41468884	75.23821327	4.772437166	93.7413237	3.201428656	1.798721657	3.358527067	1.352646083
HOR 9911	10.25642/IPK/GBIS/79331	PGR	spring	4.648151062	73.37352334	4.55920976	114.6078129	3.409885012	2.38201714	3.670143081	1.308812035
HOR 9930	10.25642/IPK/GBIS/25574	PGR	spring	4.724743907	68.31242523	4.829363796	81.63241141	3.764890926	2.362101517	2.014016309	1.330384449
HOR 997	10.25642/IPK/GBIS/17203	PGR	winter	3.880089506	137.3865059	3.114161643	120.4586215	3.80887168	2.499995803	3.369604407	1.668741198
HOR 9976	10.25642/IPK/GBIS/25620	PGR	spring	3.021462403	70.18988702	5.22506268	92.24217789	5.814374148	1.725501716	1.960530286	1.3471061
Ida		Elite	winter	2.447616775	133.9659042	2.159505115	100.299066	6.732138521	1.499998651	3.400488818	1.226775117
Infinity		Elite	winter	3.004071277	137.4441804	2.039812074	98.60864638	2.286749536	1.500004297	3.303715053	1.221806107
Irina		Elite	spring	1.457284446	75.71106568	1.585077248	73.52007095	3.435513967	1.774447207	3.184434296	1.315560425
Iron		Elite	spring	2.890299499	75.58610618	1.585669207	81.13481848	2.187329704	1.772230765	3.000614552	1.312120559
Isocel		Elite	winter	4.290238698	133.8969129	1.246098725	100.928808	3.586890105	1.4999995	4.411942162	2.521007615
Jaguar		Elite	winter	4.263476721	133.3137514	1.600795917	108.3167101	3.847656786	1.500002816	3.963405174	1.516038669
Jakubus		Elite	winter	2.961706458	134.5876808	1.378768069	102.8735597	4.511306501	1.500004297	3.165001373	1.51603864
Jersey		Elite	spring	1.924411354	74.08581651	1.910482094	89.05232152	2.847834612	2.2419661	4.274323001	1.808301646
Jessie		Elite	spring	1.180154129	72.35424717	1.278928394	73.74680528	4.14361593	1.735622978	4.238150826	1.328080852
Joker		Elite	winter	4.157007598	134.7944269	2.323874331	103.1319352	3.297578566	1.49999893	5.257198235	1.810271116
Journey		Elite	winter	3.442248818	136.5346921	1.0543539	111.5330853	3.210091574	1.49999774	3.372764387	1.653216953
Joy		Elite	winter	4.295626453	138.5780371	1.924530472	97.75735645	3.084104415	1.499999867	4.63030133	2.777628285
Jule		Elite	winter	4.521787881	134.4786529	1.966952627	110.0622273	3.240887432	1.499997791	3.371829154	1.279763126
Kampa		Elite	spring	1.607241022	74.57644518	1.644734721	76.46907607	2.415050198	1.752191421	4.853581407	1.322951217
Kangoo		Elite	spring	2.275259506	75.25810132	1.367993778	84.27503345	1.887397576	1.497597136	2.973693739	1.308239795
Kathleen		Elite	winter	1.980491283	134.558552	1.722567445	112.7413188	4.369050314	1.500002702	3.430387774	1.653216943
Katniss		Elite	spring	1.33541314	75.17774582	1.819732899	85.42685187	4.241806878	1.398473882	2.923482933	1.278771807
Keeper		Elite	winter	3.194400545	138.0511128	1.87565572	110.9119601	3.602862624	1.499998791	3.380218053	1.43784663
Kelim		Elite	spring	1.296630445	75.85870722	1.922282156	88.13248437	3.040840407	1.720786321	4.408453061	1.329407666
Kellie		Elite	spring	1.682945121	74.22923613	1.614082805	75.6804869	3.152653976	1.384931611	3.875791798	1.308260727
Ketos		Elite	winter	3.903138775	133.2394328	1.592225204	95.20452448	4.05174367	3.999999563	3.133307332	1.777587875
Klarinette		Elite	spring	1.230735091	73.70079766	1.317918266	80.57622999	3.094822419	1.737925039	3.194287141	1.275090296
Kosmos		Elite	winter	3.022576062	137.6547702	1.662921211	104.330075	4.617894444	1.499998879	2.390930461	1.216484223
Kucyk		Elite	spring	1.298666677	73.58132839	1.838037822	88.48635068	2.840948973	1.784386548	3.165124262	1.307673316
KWS-Flemming		Elite	winter	3.427674952	135.0990452			3.079178544			
KWS-Higgins		Elite	winter	3.332406829	132.2990094	2.143413192	111.2925418	4.815830018	1.560818529	2.616874107	1.722828463
Lancelot		Elite	winter	4.367614723	137.7144331	1.377220248	105.5206968	4.493664086	1.499995297	3.500977493	1.037759125
Laudis-550		Elite	spring	1.363850295	73.40259445	2.154196251	83.63009517	3.176596175	1.761914556	5.020602682	1.267071087
Laureate		Elite	spring	1.516214308	75.16020615	1.717080721	79.09958284	3.423078891	1.770746662	4.308725802	1.274338592
Laurielle		Elite	winter	3.472011705	133.3896039	1.785156319	108.7834547	3.941010324	1.49999498	3.606934822	1.769890301
Laurikka		Elite	spring	1.276218294	71.97539302	1.691805224	73.75944618	3.56963414	3.769921697	4.675516423	1.30866066
Laurin		Elite	winter	3.717066553	135.8131638	1.079310903	109.3727733	3.207944726	1.49999436	2.850743	2.162215319
Lautine		Elite	winter	2.873965832	134.969904	1.038879417	105.9322173	2.987776782	1.499997575	5.242865986	1.166565905
Leandra		Elite	spring	1.384377824	75.1642079	1.907767787	78.63114062	2.900417363	1.40732595	5.296268304	1.324421665
Leibniz		Elite	winter	3.279381497	137.3768367	1.8557847	108.9360538	4.220586142	1.500002335	3.920316302	1.291022093
Lentia		Elite	winter	2.661315957	133.9752213	1.797969229	103.7742883	5.139909598	1.499994013	3.257116547	1.079658848
Leopard		Elite	winter	3.150697043	137.6601493	1.21462199	98.74725919	2.292733071	1.500005492	3.131876564	2.40856985
Lester		Elite	winter	3.426235627	136.5705359	1.411882382	104.7375295	3.98105119	1.500000436	3.864930471	1.937511479
LG-Flamenco		Elite	spring		76.01014588	2.111020995	74.72064685	3.055925415			
LG-Rumba		Elite	spring		77.72138001	2.338844167	77.85055952	3.339420555			
LG-Tosca		Elite	spring		73.74198486	2.15483882	76.11073795	3.122561814			
Liga		Elite	winter	4.268562575	137.6351966	1.419515321	103.6692247	2.434904658	1.500000803	4.114688409	1.926354621
Lomerit		Elite	winter	3.540086341	134.8303287	1.690417119	110.5487373	3.499322479	1.500000803	4.560012196	1.415478213
Loreley		Elite	winter	2.845898934	136.3882918	2.317425756	105.1393866	3.409550091	1.499999449	4.730976823	1.788846803
Lucienne		Elite	winter	3.049252072	135.350966	1.468285063	106.667641	3.190417333	1.499996942	4.269068034	1.331034388
Luran		Elite	winter	3.400882727	132.8974047	1.445874967	106.501074	3.894144759	1.500004297	4.340829046	2.299723204
Luxor		Elite	winter	3.683867214	136.8465646	1.354035318	104.9363333	3.301038624	1.499993908	3.513606783	1.947506556
Maltesse		Elite	winter	3.634671231	135.8784814	1.608738995	100.1005164	3.006552355	1.500003272	4.246042695	1.079658805
Malwinta		Elite	winter	2.27943587	136.9299785	2.020943696	101.235131	2.416579566	1.50000107	3.686307157	1.55239688
Malz		Elite	spring	2.38395236	74.98726692	1.525371576	79.27130673	3.490592946	1.800098729	4.182686034	1.307093272
Marcada		Elite	spring	2.112994033	75.77679606	2.100521689	80.26252419	2.655641478	1.732145838	3.486470521	1.309095755
Mars		Elite	spring	1.739651179	74.33197782	1.522756314	78.81578703	4.196592221	1.486688711	4.532100579	1.315213226
Matros		Elite	winter	2.704987972	137.3841104	1.484247432	107.4743003	2.216430104	1.500001918	3.768162003	1.101933874
Maybrit		Elite	winter	3.416915262	136.9740398	1.870095018	110.2426237	3.890102553	1.500004323	3.258915185	1.08462778
Melania		Elite	winter	3.328202772	134.7245815	1.857689791	108.9027117	4.067255282	1.499996803	4.522461519	1.4111277
Melia		Elite	winter	2.756426229	134.2586032	1.882448973	120.4452243	4.384195279	1.500000829	2.676557903	1.291022039
Melius		Elite	spring	1.309187342	73.90186089	2.127461912	79.29505914	3.654297906	1.71077621	4.061512428	1.315018532
Meridian		Elite	winter	3.637625031	135.1528062	1.736660911	107.6675622	3.87921308	1.499996854	3.578401133	1.363953384
Milford		Elite	spring	3.393857949	73.92699353	1.652993328	77.28224185	1.897279566	1.730112689	4.745048095	1.258830292
Mirabelle		Elite	winter	3.429806456	135.6971826	2.195606986	113.7609905	2.902092619	1.499999044	3.133982724	1.212615101
Mizzi		Elite	winter	3.545213946	135.2127783	1.596590086	111.1100484	3.820092496	1.499999639	2.934768869	1.511069629
Monique		Elite	winter	3.184426594	134.4294672	1.733215486	108.5208902	3.025008995	1.500003272	3.566447198	1.937511524
Monroe		Elite	winter	3.458869061	134.7693113	1.112061113	104.0465541	3.225244892	2.500002196	3.791161481	1.231744048
Moselle		Elite	winter	2.989321031	135.8459618	1.587140357	95.90703063	2.382297749	1.500005061	1.462217794	1.216484127
Mountain		Elite	winter	3.658455994	133.4322078	1.634174041	94.39482296	3.491801679	1.500001626	3.097393664	1.404219404
Nabuco		Elite	spring	1.504892337	74.81343126	1.865713234	86.97534513	2.843900985	1.531855285	3.314666414	1.327624404
Natasia		Elite	winter	2.351764217	134.0834126	2.178916808	80.77938497	4.752133911	1.560811162	4.816455289	6.459407529
Nerz		Elite	winter	3.239734038	138.9198469	2.851628346	106.0164131	3.038948346	1.499997563	4.61626316	1.468817719
Newway		Elite	spring	1.23815383	72.71326872	2.351763054	75.45900069	4.104650059	1.483716392	5.051852949	1.317228039
NFC_Tipple		Elite	spring	1.425633541	76.0409586	1.33176336	76.79553268	2.75148623	1.764513644	3.862011819	1.312866393
Normandy		Elite	winter	3.412612816	136.6915265	1.478683648	97.57521687	2.061989595	1.499995246	4.495393011	1.216484168
Odyssey		Elite	spring	1.451144803	75.08983042	2.2234094	80.8613035	3.515686406	1.7702156	4.671023008	1.309335211
Okal		Elite	winter	3.758961177	136.8366907	1.153062717	101.1178121	4.865424415	1.500002702	3.195293186	1.162215357
Olympus		Elite	spring	1.468239282	76.1960331	1.965940807	79.13978463	2.422133949	1.411089482	3.757631532	1.342810291
Optic		Elite	spring	1.611376461	77.44673833	2.189899205	82.51456253	2.453013617	1.3603736	3.509173338	1.302186095
Orbit		Elite	winter	3.64693133	135.0377264	2.156623307	105.8691642	4.054610666	1.500002702	3.606165577	1.552986087
Orphelia		Elite	spring	1.18084023	74.9930519	1.54378452	75.31281983	2.439909945	1.408952437	4.307256327	1.306884244
Orthega		Elite	spring	2.007750502	75.92181628	1.588521812	82.02537275	2.337096095	1.404285194	4.476386063	1.310472929
Orwell		Elite	winter	4.425828633	137.0851979	1.054599367	95.1190889	2.997159288	1.500004361	3.664927065	1.022149615
Otto		Elite	winter	4.636268046	135.2575871	1.593133632	102.9203889	4.167600868	1.500000689	3.856945458	1.150956396
Overture		Elite	spring	1.268648611	75.94611088	1.752836155	82.76665597	3.301891917	2.058120518	4.749510665	1.308016728
Oxygene		Elite	winter	4.272345892	134.2863357	1.491709489	108.0935143	5.206443538	1.49999393	4.3889316	1.037759195
Padura		Elite	winter	3.172735051	136.7068569	1.598084436	103.1544626	2.536685187	1.499997943	2.400981843	1.084627815
Paradies		Elite	winter	3.949681236	133.3652813	1.920316984	116.8681285	3.422121213	1.499997563	4.287945823	1.415478249
Paso		Elite	winter	2.785514466	135.1702797	1.243463149	108.4804085	2.672359935	1.499998816	3.562814098	1.368922286
Passenger		Elite	spring	1.910940074	73.88439348	1.67650173	80.29783312	2.684202513	1.784384558	4.025395323	2.827815956
Paulis		Elite	spring	2.735423773	76.83170901	1.505694386	80.48778323	2.992472873	1.75409063	3.726838091	1.300518857
Paustian		Elite	spring	1.488873596	75.08141948	1.424562669	84.46987751	2.843604603	3.409010717	4.444371446	1.252689086
Pearl		Elite	winter	2.553140951	137.4954138	1.319433809	110.8602885	2.291861143	1.49999874	2.818188106	1.668123855
Penguin		Elite	winter	2.045791317	134.9085803	1.383527401	85.68837231	4.252229468	1.500004322	5.43967518	6.459407487
Petrus		Elite	spring	1.483833804	74.06711509	1.638292774	80.59116622	2.824497168	1.756521851	4.533859707	1.313219661
Pewter		Elite	spring	1.502115379	76.12021396	1.76320614	78.49164353	3.311040749	1.40187711	3.757215397	1.313806303
Piroska		Elite	winter	3.012701172	133.9943849	1.222146923	100.1621169	2.36968538	1.499997626	3.062052984	1.166565898
Pixel		Elite	winter	3.493796248	133.2717786	1.608250487	98.03175529	3.019232724	2.000004322	4.094779953	1.820929035
Planet		Elite	spring	2.45121835	72.41689945	1.750860556	84.0483785	3.663168131	1.505006342	4.041297363	1.31361679
Propino		Elite	spring	1.194439857	76.58638152	1.131848318	83.2423667	2.917100952	3.122673815	4.501342217	1.310758946
Prunella		Elite	spring	1.424394868	72.60844048	1.354444006	85.2154447	2.688501234	1.39252029	4.283747399	1.309051787
Quadriga		Elite	winter	3.594167986	137.6519396	1.110620479	111.7053923	3.422231878	1.500001804	2.261776301	1.226775013
Quench		Elite	spring	1.323548827	74.3730758	1.851463536	79.46970653	3.507935788	1.423450463	4.21679931	1.308016728
Raceway		Elite	spring	1.199962683	73.13103335	1.531464952	81.25849712	3.577773861	1.522149221	4.096388791	1.308494695
Radegast		Elite	spring	1.266170724	76.58618595	1.413676502	88.49311104	4.392170107	1.428064869	3.625770914	1.667037446
Rafaela		Elite	winter	4.135491211	132.8097401	1.62727473	106.5930212	4.012427564	1.49999893	2.947566375	1.415478216
Regency		Elite	spring	1.385844234	75.23716387	1.3127499	84.24077708	2.939003143	1.781837814	4.258178831	1.308143677
Retriever		Elite	winter	3.785544967	136.0490954	1.738210719	99.21238619	3.544412291	1.500001512	3.312466922	1.275412589
Return		Elite	winter	3.029052143	137.2875868	1.716117969	102.7849337	2.352113465	1.50000288	2.28738143	1.561187543
RGT-Planet		Elite	spring	1.814747107	73.10609784	1.708907006	82.74518708	3.569600069	1.334257452	4.02327422	1.311444551
Rhyncostar		Elite	spring	1.594917668	75.86126429	1.872652005	76.46679904	3.375402593	1.727786236	3.812246476	1.310023317
Rubino		Elite	winter	3.368255205	134.4081749	1.782518052	109.5134214	3.996819878	1.499999158	3.739037375	1.216484175
Saffron		Elite	winter	4.306653911	137.7029616	1.151720715	89.78788889	2.129006955	1.50000069	2.022751817	2.224399466
Salamandre		Elite	winter	3.785167304	133.7246545	1.651606099	99.12037382	2.635985504	1.50000569	4.346449643	1.037759159
Sanette		Elite	spring	1.188508207	76.11249358	1.440529343	79.80926236	3.378501294	1.984351184	3.522152517	1.310350169
Sassy		Elite	spring	1.416087092	75.55148283	2.186423213	86.17282795	2.532428429	1.776327532	3.731348212	1.327478504
Saturn		Elite	winter	3.639007752	134.7778105	1.419185588	100.2821818	4.824819093	1.499997284	4.031793298	1.08462777
Scala		Elite	winter	3.456843562	135.6756687	1.794645353	94.03898944	3.005197388	1.499997677	4.351179102	3.393767266
Scarpia		Elite	winter	4.147701114	135.4103712	1.413626487	109.1602251	3.283135611	2.000001626	4.431300847	1.373891396
Scholar		Elite	spring	1.450550884	75.71551632	1.601519151	73.67137912	2.311449485	1.383008364	4.208891682	1.322836722
Sebastian		Elite	winter	2.446781946	133.1164445	1.325395468	73.73313728	3.213854989	1.500004361	6.243061825	6.459407488
Semper		Elite	winter	2.909312189	133.9098585	1.463975309	113.298086	2.904180983	1.499999044	3.325721687	1.368922349
Senta		Elite	winter	2.494668195	132.5767523	1.576546262	112.889645	3.990675395	1.500000867	1.154549373	2.166565885
Sienna		Elite	spring	1.253072067	75.21772616	1.734423343	85.95560233	3.52203928	1.75960104	3.358982509	1.30752193
Skyway		Elite	spring	1.431584064	75.16248262	1.467271582	87.69108092	3.545318486	3.288601359	3.946425984	1.315414499
Somerset		Elite	winter	4.053919174	136.9376694	1.35987865	101.4950246	3.178215111	1.499993537	4.041940652	1.373891317
Sonnengold		Elite	winter	4.641373898	136.5193347	1.862132485	105.1080631	4.208782789	1.500004133	3.547357078	1.295372638
Souleyka		Elite	winter	4.233338983	134.4355115	1.711342035	104.6973589	4.209667083	1.499994879	3.684698903	1.275412571
Soulmate		Elite	spring	1.364132813	74.82156949	1.26778	76.92458344	3.621145305	1.76975124	4.653991324	1.31653304
Spectra		Elite	spring	1.235694489	73.91778997	1.379054586	79.91594751	3.553013262	1.771200284	4.765418798	1.272442298
Spitfire		Elite	spring	1.834366315	72.52733191	2.105580046	79.78638915	4.246663348	1.727323557	3.522068041	1.279118075
spring_check_2		Elite	spring	2.60137539	75.16744915	1.020758172	76.33854709	3.559489776	1.924188422	3.081264484	1.270987039
spring_check_2-Feedway		Elite	spring		71.6068023	3.723696919	63.23107977				
Stairway		Elite	spring	1.278786368	74.35037983	1.94242448	80.5121691	3.126109544	1.773831426	4.097671692	1.308947469
Stanza		Elite	spring	2.019738746	75.11641679	2.177710329	84.34711009	3.89029475	1.791437437	3.120199241	1.308369146
Suez		Elite	winter	2.681197233	136.5909431	1.059401865	96.27874363	3.021880704	1.499996297	3.916528085	1.913303013
Sunshine		Elite	spring	1.883581975	73.7740987	1.721316019	85.18601784	2.606335367	2.74019061	3.082427739	1.339424681
Tamina		Elite	winter	2.681340092	136.6953807	1.223158561	111.0084496	2.997767347	1.499999044	3.194391196	1.399868752
Tango		Elite	spring	1.513130744	74.03305159	1.409414026	80.19722132	2.735197398	1.494844863	4.236243964	1.316674426
Tenor		Elite	winter	3.350652113	136.6904744	1.260028983	107.0314671	3.929371235	1.500002816	2.806923021	1.295372592
Tepee		Elite	winter	3.538647045	135.4367871	1.5207664	98.16360098	3.823862364	1.500001626	4.689523269	1.363953381
Tesla		Elite	spring	1.17494921	75.72395776	1.365175223	85.48879873	2.651647807	1.76284219	3.890559573	1.309926121
Thessa		Elite	spring	1.234538962	72.55620236	1.323500978	80.56804861	3.503593726	2.233781931	3.797054665	1.309306927
Tinka		Elite	spring	2.146275561	73.76532309	1.948810123	86.38292335	3.026223848	2.716207425	3.43963234	1.309890252
Titus		Elite	winter	2.862047713	135.6411631	1.249210593	118.9339867	3.458364316	1.500004247	2.80472813	1.788846828
Tocada		Elite	spring	2.548445612	74.88633875	1.722424615	80.54354941	3.045311468	1.777537805	4.660988772	1.314600533
Tolar		Elite	spring	2.91279473	74.46048551	1.580923969	82.31942524	2.389406597	1.733894011	4.955657674	1.273468868
Tomy		Elite	winter	3.946302219	136.621046	1.373474829	111.3384583	3.554952507	1.499994866	4.602095218	1.037759186
Tonic		Elite	winter	3.011278457	135.5813673	1.836985563	105.7811473	4.495270668	1.499995157	4.844544966	1.331034461
Topeka		Elite	winter	2.529239907	135.2475413	1.533551389	100.3572381	3.753172901	1.500004323	0.916171488	1.895068956
Tosca		Elite	spring	1.192607622	74.02121369	2.004633761	76.66361372	3.911573142	2.769484896	3.616000315	1.308904143
Tower		Elite	winter	3.841334897	135.8789302	2.011879363	99.38865715	2.230148973	1.499998955	3.616341218	0.937511542
Traveler		Elite	spring	2.18201933	74.34277488	1.493726908	84.10942349	2.020286019	1.419807125	3.419957287	1.253999664
Triumph		Elite	winter	3.228487904	137.4948795	1.462697538	103.8241276	2.489197525	1.49999874	1.318238564	1.291022061
Tungsten		Elite	spring	1.621276748	76.05605801	1.756751832	82.40398891	3.682322422	2.720355514	4.500533302	1.308713182
Unknown		Elite	winter	-2.381089767				2.419847697			
Valerie		Elite	winter	2.658916003	133.2937355	1.471198088	99.66216213	5.14920616	1.500003386	3.177990537	1.327165361
Venture		Elite	winter	3.151626716	135.9623029	1.711186507	98.92377445	2.725553038	1.50000055	3.9993053	1.162215314
Vermont		Elite	spring	1.218567799	75.09481433	1.482967417	77.45356743	3.258138848	1.761297593	3.987552262	1.285008082
Veronika		Elite	winter	3.283427369	134.5887208	1.48378685	109.4109648	3.208613182	1.500000753	4.141506889	1.539934443
Vespa		Elite	spring	1.569724829	74.67341088	1.591733276	79.20619546	4.321117532	1.744620806	3.278140392	1.328948698
Visuel		Elite	winter	3.789334106	132.5680096	1.573657384	102.8439996	4.288239778	1.50000055	5.062196411	1.942480466
Waggon		Elite	spring	1.571529128	75.70398307	1.731077463	82.62154378	3.112914363	1.401528218	3.758529682	1.308096772
Wallace		Elite	winter	3.796669747	135.5547842	1.210990067	109.1208799	3.805014659	1.500000689	4.370872461	2.815240088
Wanda		Elite	winter	2.791675033	133.238328	1.29375366	94.9364603	3.296138908	1.500000867	2.933696544	1.022149652
Wenke		Elite	winter	3.014089299	134.7381612	1.931993009	93.92980373	3.736892102	1.499998702	4.369807717	1.331034471
Westminster		Elite	spring	1.183105356	73.96729083	2.06681345	90.64790242	2.157948781	1.711668964	4.23502664	1.308621299
William		Elite	winter	3.252486318	135.2919834	1.819677164	108.5189343	3.924627931	1.499999753	4.036868588	1.441715617
Willis		Elite	spring	1.760640182	73.05731399	1.872419174	81.66368003	3.259205402	1.421489739	3.008098001	1.31146662
Wintmalt		Elite	winter	2.5721814	138.7615454	1.109247072	96.66033913	3.042942123	1.499997791	3.608224085	2.286671505
Yatzy		Elite	winter	2.204087133	134.0676652	0.993583408	100.0459788	2.79359558	1.499996208	2.58169415	1.162215317
Yvonne		Elite	winter	2.672992823	137.5420887	1.069824135	101.7688817	2.630860408	1.500002816	2.670617168	2.271062039
Zappa		Elite	winter	4.604826501	130.4657158	2.198843485	105.801013	3.934773756	1.500000689	4.495853904	2.937511467
Zebra		Elite	winter	2.175609019	131.671828	2.557028666	98.04811998	3.178047993	2.999998056	4.914672444	1.411127733
